20180112_co2-0p15_r1_GC2_01_5489.mzML	65249		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65354		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65612		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65640		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65691		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65797		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65732		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65250		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65712		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65312		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65450		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65753		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65251		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65386		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65428		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65255		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65314		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65256		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65580		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65575		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65540		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65257		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65389		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65450		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65259		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65339		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65261		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	66454		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65402		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	66563		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	66518		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65262		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65276		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65263		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65333		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65357		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65417		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65417		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65396		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65267		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65296		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65319		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65358		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65271		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	66155		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65712		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	68800		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	68365		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	68842		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	73657		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	73707		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65272		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65475		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65510		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65273		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65336		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65397		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65424		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65277		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65719		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65656		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65278		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65316		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65376		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65355		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65824		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65808		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65280		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65334		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65379		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65283		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65348		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65466		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65905		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	66010		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65569		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65533		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65967		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65284		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65346		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65286		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65386		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65400		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65427		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65287		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65298		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65289		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65411		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65291		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65559		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65673		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65739		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65638		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65292		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65649		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65481		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65365		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65293		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65733		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65675		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	67904		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	67497		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	67594		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	67753		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	69142		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	67942		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65294		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65423		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65378		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65295		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65401		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65299		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65345		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65300		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65359		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65403		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65301		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65340		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65337		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65400		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65372		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65302		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65496		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65303		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65389		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65305		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65404		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65364		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65463		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65533		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65306		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65370		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65307		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65362		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65310		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65387		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65313		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65334		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65315		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65335		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	65487		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65600		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65318		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	69009		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	68920		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	69535		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	69515		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	69576		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	69630		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	68868		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	68887		1
20180112_co2-1p00_r1_GA2_01_5469.mzML	69537		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65320		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65338		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65377		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65377		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65822		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65321		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65342		1

20180112_co2-0p15_r1_GC2_01_5489.mzML	65322		1
20180112_co2-0p15_r1_GC2_01_5489.mzML	65358		1
20180112_co2-0p30_r1_GB2_01_5479.mzML	65382		1
